REF_ID,SOURCE_NAME,TARGET_COHORT_DEFINITION_ID,TARGET_NAME,TAR_ID,TAR_START_WITH,TAR_START_OFFSET,TAR_END_WITH,TAR_END_OFFSET,SUBGROUP_ID,SUBGROUP_NAME,OUTCOME_ID,OUTCOME_COHORT_DEFINITION_ID,OUTCOME_NAME,CLEAN_WINDOW,AGE_ID,AGE_GROUP_NAME,GENDER_ID,GENDER_NAME,START_YEAR,PERSONS_AT_RISK_PE,PERSONS_AT_RISK,PERSON_DAYS_PE,PERSON_DAYS,PERSON_OUTCOMES_PE,PERSON_OUTCOMES,OUTCOMES_PE,OUTCOMES,INCIDENCE_PROPORTION_P100P,INCIDENCE_RATE_P100PY,database_id
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,1,<3,NA,NA,2022,2226,2226,600374,600374,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2012,7652,7652,2785485,2785485,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2013,7516,7516,2738083,2738083,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2014,9674,9674,3524820,3524820,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2015,25335,25335,9238020,9238020,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2016,24877,24877,9073634,9073634,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2017,24397,24397,8897099,8897099,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2018,23861,23861,8702561,8702561,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2019,23220,23220,8469192,8469192,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2020,22654,22654,8260679,8260679,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2021,22474,22474,8186834,8186834,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,2,3 - 12,NA,NA,2022,21707,21707,4568091,4568091,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2012,6303,6303,2296479,2296479,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2013,6678,6678,2434145,2434145,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2014,8730,8730,3182582,3182582,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2015,14846,14846,5416166,5416166,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2016,14475,14475,5280295,5280295,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2017,14102,14102,5143718,5143718,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2018,13843,13843,5048349,5048349,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2019,13706,13706,4999836,4999836,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2020,13476,13476,4914335,4914335,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2021,13153,13153,4793992,4793992,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,3,13 - 17,NA,NA,2022,12485,12485,2813379,2813379,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2012,28649,28649,10450595,10450595,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2013,29111,29111,10616586,10616586,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2014,30544,30544,11140358,11140358,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2015,32598,32598,11892785,11892785,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2016,33096,33096,12073050,12073050,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2017,33703,33703,12296555,12296555,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2018,33910,33910,12369723,12369723,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2019,34101,34101,12440822,12440822,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2020,34355,34355,12461960,12461960,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2021,33760,33760,11479208,11479208,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,4,18 - 29,NA,NA,2022,28115,28115,6339615,6339615,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2012,26545,26545,9684734,9684734,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2013,26224,26224,9564505,9564505,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2014,25757,25757,9396267,9396267,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2015,25304,25304,9231970,9231970,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2016,24921,24921,9089871,9089871,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2017,24570,24570,8962806,8962806,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2018,24857,24857,9068600,9068600,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2019,25020,25020,9126635,9126635,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2020,25170,25170,9150969,9150969,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2021,25006,25006,8618386,8618386,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,5,30 - 39,NA,NA,2022,21033,21033,4704660,4704660,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2012,30958,30958,11284021,11284021,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2013,30578,30578,11146574,11146574,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2014,30340,30340,11059041,11059041,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2015,30073,30073,10965003,10965003,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2016,29755,29755,10847010,10847010,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2017,29469,29469,10741507,10741507,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2018,28637,28637,10438279,10438279,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2019,28016,28016,10207500,10207500,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2020,27295,27295,9946854,9946854,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2021,26754,26754,9367702,9367702,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,6,40 - 49,NA,NA,2022,23107,23107,5180074,5180074,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2012,25052,25052,9111763,9111763,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2013,25735,25735,9357508,9357508,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2014,26288,26288,9562515,9562515,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2015,26834,26834,9758157,9758157,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2016,27443,27443,9982450,9982450,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2017,27989,27989,10179933,10179933,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2018,28391,28391,10321748,10321748,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2019,28559,28559,10381110,10381110,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2020,28855,28855,10481473,10481473,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2021,29068,29068,10184045,10184045,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,7,50 - 59,NA,NA,2022,27023,27023,5957433,5957433,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2012,14081,14081,5110880,5110880,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2013,15032,15032,5457051,5457051,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2014,16051,16051,5828489,5828489,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2015,16953,16953,6159507,6159507,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2016,17942,17942,6512398,6512398,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2017,18877,18877,6854746,6854746,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2018,19670,19670,7143577,7143577,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2019,20499,20499,7441573,7441573,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2020,21273,21273,7712637,7712637,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2021,22032,22032,7300247,7300247,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,8,60 - 69,NA,NA,2022,19076,19076,4351250,4351250,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2012,5723,5723,2073694,2073694,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2013,6539,6539,2372047,2372047,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2014,7347,7347,2665204,2665204,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2015,8213,8213,2979436,2979436,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2016,9024,9024,3267164,3267164,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2017,9742,9742,3527929,3527929,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2018,10295,10295,3730674,3730674,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2019,10908,10908,3951653,3951653,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2020,11450,11450,4141005,4141005,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2021,11841,11841,3645479,3645479,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,9,70 - 79,NA,NA,2022,9247,9247,2103887,2103887,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2012,2168,2168,781314,781314,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2013,2147,2147,774693,774693,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2014,2162,2162,779997,779997,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2015,2162,2162,778982,778982,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2016,2142,2142,770276,770276,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2017,2094,2094,757804,757804,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2018,2732,2732,986752,986752,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2019,3325,3325,1201128,1201128,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2020,3866,3866,1389604,1389604,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2021,4270,4270,1207852,1207852,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,10,80 - 89,NA,NA,2022,3119,3119,698900,698900,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2012,1211,1211,440296,440296,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2013,1415,1415,514855,514855,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2014,1580,1580,574297,574297,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2015,1771,1771,644790,644790,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2016,1879,1879,681457,681457,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2017,2218,2218,806778,806778,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2018,2226,2226,809901,809901,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2019,2537,2537,920979,920979,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2020,2672,2672,967995,967995,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2021,2757,2757,753284,753284,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,2,863001,"Cognitive impairment, incident",0,11,>=90,NA,NA,2022,1757,1757,399456,399456,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2012,74,74,26081,26081,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2013,74,74,25940,25940,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2014,312,312,113539,113539,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2015,1091,1091,397732,397732,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2016,1145,1145,416978,416978,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2017,1074,1074,391010,391010,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,1,<3,8507,MALE,2018,1068,1068,389281,389281,0,0,0,0,0,0,518569167
